Review,DocID,title
LOVE Brene Brown!  Love how personal and real she is!  I really enjoyed this book!  Thanks Brene!!!,11,ebook
She's done it again. Brene' always seems to speak right to my soul. I'd read anything she writes. I only wish there was more!,12,ebook
"I think my favorite part of this book is when Brown talks about the way in which we can use conversation to bridge gaps between viewpoints. If we truly listen and engage in a intellectual discussion in our view, it may actually be possible to stop dehumanizing others and start the process of healing and loving.",13,ebook
Absolutely love Brene Brown! I will be listening to this a second time!,14,ebook
I loved listening to Brene Brown tell us about her journey.It was a real inspiration and made you think about many aspects of life and what is really important.So refreshing to hear someone push the importance of accepting other's point of view and not to correct a wrongdoing by counter-acting with another wrongdoing.HIghly recommend it as a positive read.,15,ebook
WoW! Very mind opening! Great book!,16,ebook
"I bought this book because I read three of Ms. Brown's other books. I enjoy her books and the way she writes about these complicated emotions that humans struggle with. I like the way she opens herself up and puts her own vulnerability and sometimes ugly emotions on the page. She is an example for us all on how to be painfully honest.Reading this book this past month happened at a time when I'm struggling to write my own memoir in which loneliness, aloneness and seeking the courage to be alone, while also dying to belong somewhere, all play a big role. This book provided me with a roadmap to write about my own experiences of being ""other."" My struggle has been to find my voice in a way that speaks to that struggle. Not in a ""woe is me"" kind of way, but in a sympathetic and also courageous way. In some ways, I often felt proud about standing outside of groups, while at the same time I felt more lonely and misunderstood than ever. It's this dichotomy that I think Ms. Brown captures so well in this book.Ms. Brown talks about four concepts/ideas that she calls the four elements of belonging: 1. People are hard to hate close up. Move in. 2. Speak truth to bullshit. Be civil. 3. Hold hands. With strangers. 4. Strong back. Soft front. Wild heart.The fourth element spoke to me the most. I am a life coach by profession and as a life coach, this is the way we want to stand in the world and it's the way we invite our clients to be, as well. When you can open your heart, but stand strong in your being, you make deeper connections with other people, while also showing people how to respect you. The wild heart she speaks of is the heart of duality: loving, yet tough; excited, yet scared; brave, yet afraid. I love that she speaks of a Wild Heart Club. I think many of us are members of that club and ought to be proud of that. We need to embrace our otherness and find others who do the same.In a world of separation, where there are polarized views on almost everything, and where people pick sides, the Wild Heart Club members are those people who decide to not pick sides. Who listen and process the information before acting. Who feel the pain, but don't lash out in anger. Who might even be angry, but channel that anger towards the good of all. Who feel joy and set aside guilt for being happy in a broken world.I would recommend this book to anyone who has ever felt alone and misunderstood. In other words, I think everyone should read this book.",17,ebook
Bren<U+00E9> gently forces us to consider the way in which we live our lives and invites us out into the wilderness. I would recommend this book to anyone searching within for the courage to be who they are and to matter most of all to themselves.,18,ebook
Incredible work of truth as usual from Bren<U+00E9> Brown!,19,ebook
"If you can't stand the first chapter, go ahead and stop. It only goes downhill from there.",20,ebook
Wonderful book an easy read I highly recommend this book,21,ebook
Book is insightful in some ways.  The profanity adds absolutely no value...wanted to recommend it to several others but again the profanity impunes some valuable insights.,22,ebook
Loved this book! Brene Brown has a way of writing what we need to hear in a clear and inviting way. She shows us how to be authentic in a way that guides rather than demands. She also shares why it's hard and how to overcome these challenges. Lets all try to be ourselves rather than give into our desire to fit in.,23,ebook
A great down to earth book about belonging!,24,ebook
"Brene Brown continues to explore humanity, people's choices and the psychology behind it all in this interesting and informative book.I enjoyed the practical, informative, unique and well researched perspective that Brene Brown brings to the topics discussed. Some of the topics weren't incredibly relevant to me, but still were very informative. Other topics really hit home for me and helped me to put a lot of pieces together in my own life. I really enjoyed the discussion of using language to dehumanize people. Very interesting and I would have liked to hear even more on the topic. While the beginning was a bit slow for me, it turned out to be another great book from the author.I definitely recommend Braving the Wilderness to those who have enjoyed her other books or anyone looking for some encouragement to be your authentic self even when others disagree.* I originally posted this review on Goodreads",25,ebook
"No one is as special as Brene.  Don't you just love everything she brings us?  This woman leads us into our inner journey, daring us to go where we feared to tread.  Her style is a simple, comical one - that brings simplicity to the complexity of the human condition.  I am so happy that she keeps speaking with us.  We need more of this in our lives...in action.",26,ebook
I am not very good at writing my thoughts but I wish to thank you for this amazing book.  You have brought out the many issues our generation have discussed.  Today's political times are so frustrating to us.  We hate the idea that we are afraid to talk to our own children but don't want to lose our connection nor go against our deep beliefs.  You have given me options to reintegrate into their lives and to see other ideas to pursue. I will try going slowly one small step and hope to stand in my own wilderness.,27,ebook
I always say that Brene Brown is my social work spirit animal. Her work inspires me to be a better person,28,ebook
I have the sense that the anecdotes and references in this book will date very quickly. But there are some beautiful metaphors.,29,ebook
"It's probably my fault for not reading the description. I follow Reese Witherspoon's book club recommendations and assumed this would be similar to Wild, it was not.I'm glad this was an audiobook purchase to listen to on long drives. I found some of her talk useful, however, the amount of political talk was a turn off. I doubt I would have finished reading it if I had purchased the book rather than audio.",30,ebook
Quality product and fast shipping!,31,ebook
"For what most would consider a self-help book, I found Braving the Wilderness to be gratifying in a way completely dissimilar to what one might find in the genre. This I attribute largely to its applicable ""rules"" but also to the authenticity with which the rules are explained.  I like Brene Brown's anecdotal style of writing, and speaking; she really allows the audience to feel at ease, and comfortable with sometimes ""disruptive"" or challenging subject matter.",32,ebook
I didn<U+2019>t realize how much the book was going to be on the political divide. And that<U+2019>s not what I was seeking.,33,ebook
I just finished this book and enjoyed many of the concepts and ideas it presented. It was an easy read and gave me some new insights into better communication styles and skills.,34,ebook
"Her insights, research and honest conversation is so valuable in a time when everyone is more distracted than ever before.I believe we are more connected than ever before and yet more disconnected from each other.She challenges the reader to bravely stand alone and understand what true belonging is. Her four principles of true belonging are simple but not easy. Love these themes:1. People are hard to hate close up. Move in.2. Speak truth as BS. Be civil.3. Hold hands. With Strangers.4. Strong back. Soft front. Wild Heart.Do yourself a favor, treat yourself to this book and pay attention to the conversations she will start with you, and conversations you will want to start with others.When we pay attention, attention pays. Well done Brene Brown, you are my girl crush.",35,ebook
"This book is so inspirational! Because I read this, I<U+2019>m going back to college. Seriously. CHANGE YOUR LIFE AND READ THIS.",36,ebook
"I could read and re read this author all day. When my eyes are too tired to read, I<U+2019>d watch/listen to her on TED! Reading Braving The Wilderness was like sitting in a cozy living room and soaking in Brene Brown discussing her research on and experiences with connectedness and the human need to belong. I<U+2019>ve never highlighted a Kindle book more and have already quoted areas for reflection at work and home. Braving The Wilderness is a true resource. I recommend this book to anyone that wants to both feel empowered and whole all by their lonesome-as well as inspired to get out there and make solid connections with others!",37,ebook
Brene is awesome and the book is good. I still liked the Power of Vulnerability (best book ever) significantly better.,38,ebook
Not as awesome as her book The Gifts of Imperfection.,39,ebook
"Parts of it are thought-provoking and interesting, but other parts are dry and dull.  I have had it for a while and don't find myself wanting to get back to it.  It strikes me as a re-packaging of earlier work.",40,ebook
This book was very thought provoking. My version is full of highlights and things I believe I will be mulling over for weeks to come. I love her acronym for braving and believe this book has something to teach each of us.,41,ebook
Great book!,42,ebook
Frank. Inspiring. Practical. down-to-earth reminders that we can do what we all face the similar challenges and that we can overcome them by changing the way we thinkl about them..,43,ebook
Love books!,44,ebook
"I'm going through the audiobook of Brene Brown's Braving the Wilderness, and I do think it might be the most important self-help book of our era. We've seen a lot in the news about isolation. We all feel as if we are bombarded by haters and toxic people. We are tweeting and reposting angry statements about the ""other"" political party, blaming, and victims. This book covers all of it in the most rational, heartfelt, way. THIS BOOK IS A WAY TO KEEP SANE.",45,ebook
Very thought provoking.,46,ebook
Interesting book.,47,ebook
Product is as expected.,48,ebook
"Very powerful messaging and learning in this book.  I will be adding this one to my <U+201C>top books<U+201D> list.  While I have followed Bren<U+00E9> as a speaker through some of her online appearances, this is the first book of hers I have read. GREAT storyteller and she speaks in terms that reach me.  I plan to read other books of hers soon.",49,ebook
Typical Brene Brown self-improvement stuff mixed with quasi-spiritual parables and observations. Not for the strong-minded.,50,ebook
"As all of Brene Brown's books do, it inspired, informed, and enlightened.",51,ebook
"This is my first Brene Brown book, but will not be the last.  I loved how it challenged me to rethink  some of my interactions and why.  I'm still thinking about what my wilderness is!",52,ebook
I love Brene Brown - she reads her books well and they are meaningful.,53,ebook
"This book was so well written. I<U+2019>ve never read anything by this author and now I want to go back and read everything. I<U+2019>ve never felt so connected to another persons words. Lovely, brave and beautifully done.",54,ebook
"It so resonated with me that I read through it twice right away. It affected my response to some types of communication immediately, gave me what I needed to understand the importance of one's own need to be clear and grounded, and how to 'respond to BS and stay civil.' (paraphrased). I also appreciated her perspective of how social media has separated us and allowed us to be unaccountable to each other, and that our real longing is for personal connection and contact ('move in, hold hands, with strangers'). This will be a foundation book for me for a long time.",55,ebook
Amazing audio!!,56,ebook
Great read! I loved it!,57,ebook
"I recommend to anyone thinking about diving into this book....just try the first chapter. If you<U+2019>re not sucked into it by then, I<U+2019>ll give you your money back myself.",58,ebook
This book should be required reading for every person in America. Solid. Practical. Vulnerable. You will close the book feeling equipped to live bravely.,59,ebook
"After each book from Brene Brown I would tell people her newest installment was my favorite. Now, once again this is my new favorite from her. It is different from her other books and even feels like it's a standalone, whereas her previous works became a trilogy of sorts.She's so brave and real as usual and creates a safe place for the reader to become more of who they are meant to be.I love this book and enjoyed every inch of it!",60,ebook
Meh,61,ebook
"Inspirational and insightful, Brene Brown offers hope in a spiritually ill climate.",62,ebook
"Brene Brown is really on to a way of life that is inspiring.  Would love to listen again and again, however, the serious tone of her voice i just cannot go another round.  She does admit she is a serious person, aren't we all somewhere along path  of life, but really - please lighten up, cut a joke or something - i know they are there in your life & we want to hear them - laugh in the face of fear!  i want to be there with her, but this is too heavy throughout the book as i struggled to listen to the end.  i personally need to break away from the ""serious mentallity"" and need to lighten up any way i can on the journey.  Thank you for sharing Brene - maybe a revisit in a few months - would like to listen to more of your books, but too much heavy for me right now.",63,ebook
Love this book. She's done it again. I think this is one of Brene's best.,64,ebook
"In this time in our history, belonging can be a challenge.  Brene' walks you through to understanding true belonging and how to live in the wilderness.",65,ebook
Great book as it speaks truth,66,ebook
"absolute must-read for everyone. it's about humanity, the journey of the self, how to hear people, how to listen, how to connect.",67,ebook
Brene Brown is accessible. She takes some complicated theory and uses everyday stories to explain. I can read her books in two days rather than two months.Brene Brown is authentic. My heart responds to what she says - not just my head. I almost always cry at least once when reading her books because I recognize my own pain in the pain she describes.I have gratitude for Brene Brown.,68,ebook
"Great reminder  for myself to stand tall, know who you are, and take chances! Life is a journey good or bad.... Continue to move forward.",69,ebook
Another great book by Brene!  She definitely tackles some real life problems and was very current with her discussions in this book!,70,ebook
"I thought this book would be something else. I find myself in a particularly lonely place in my life, and thought this book would address ME personally. Instead, it's about not judging others and getting politically polarized. It's not that I don't think those are important issues, because goodness knows they ARE, but that's just not what I thought I was going to be reading about.To be fair, I only read half of the book, but after glancing through the remaining three chapters (Speak The Truth To Bullshit, Hold Hands With Strangers, and Strong Back. Soft Front. Wild Heart.) it looked like more of the same.I would say if you're feeling frustrated in today's political climate, are tired of everyone living in the bubble, and you've sworn off Facebook because of the shrill, fearful, preaching tone--and you want to somehow ""heal"" the world--this is the book for you. If you're going through something more personal, this isn't going to help you much, even though the book synopsis and the reviews suggest otherwise.",71,ebook
"I loved her authenticity, it screamed truth, learned so much about myself and life. I cried about 50% of the time.. that<U+2019>s how deep it took me. I loved it and recommend it to anyone who wants to live more fully and authentically",72,ebook
"Wow! Wow! Wow! Thank you for your courage Brene Brown. This is not an easy read, but if you allow it to, this book could open your heart to people you may have previously considered to be your enemy. This is a must read!",73,ebook
"Braving the Wilderness is Brene Brown<U+2019>s poignant, insightful elegy to the pain of isolation and loneliness that is part of the childhood memory of so many adults<U+2014>the pain of being misfit everywhere<U+2014>even within our own families. It<U+2019>s a pain that not only lives with us as the years go by, but forms us and informs our relationships with others.  Brown gives us permission to give ourselves permission to be ourselves, even if we belong only to that group of one. She slices through the idle and often hypocritical noise about authenticity in a world that is faux-almost-everything, over-hypes what is <U+2018>trending<U+2019> and bathes us in conformity through style, fashion, political correctness and other forms of social herding. This book is an elixir of courage to stand in our values and value others as they stand in theirs and to form strong bonds of human connectedness not only with those who are like us, but also with those who are decidedly not. She advances often lost or derided values of civility, confidentiality, nonjudgment, accountability and more. Drink deeply from this well of wisdom to distinguish between belonging and fitting in; return frequently to sip again so that you can supplant the latter with the former in your life.",74,ebook
Not a fan.,75,ebook
"This book needs to be listened to, read, followed, and practiced. Relevant... so, so relevant. I've been sharing it with everyone and anyone who will listen.",76,ebook
"Some good nuggets. A lot of it was kinda vague and hard to put into practice. Her writing flows, but isn<U+2019>t structured as much as I prefer. Not bad, but maybe not life-changing.",77,ebook
This book is excellent and very helpful in my journey,78,ebook
"Love the vulnerability of Brene in sharing her stories and making the writing relatable. Uncertainty, risk and emotional exposure... Vulnerability",79,ebook
"If you are a human, READ THIS BOOK. This book is life changing, especially with everything happening in our world. Bren<U+00E9>'s writing and experience are so relatable. She is vulnerable and honest and makes the hard stuff accessible.",80,ebook
Enlightening!  I highly recommend this book for all who embrace compassion and humanity.,81,ebook
"Brown hits the nail on the head.  The analogy of the wilderness worked fir me.  And her discussion of vulnerability, as in Daring Greatly, is my mantra.  Good book.",82,ebook
"The latest Brene Brown book, a must have for her fans and to continue along the path of personal growth and responsibility.",83,ebook
"Brene puts words, vision, and vibrancy to this hard and challenging path I've been on for quite awhile. It's like the effect of waking up on a trip and realizing where you are, how you got there, and where you are going...and want to be going. I'm very glad I read it!",84,ebook
"I have had amazon prime for at least a decade and this is the the first review I have ever written. Go read this book and and keep doing it every day until the words are engraved on your wild, wild heart.",85,ebook
"I noticed I was flipping through the pages pretty fast. I did not finish the book. I read Brene Brown because some of my clients do.  I have bought them all in hard cover, loan them out, and refer to them often. The books are written in a way that is familial, respectful to the reader, and colloquial.I ordered a hard copy from Amazon. I bought one for my daughter, too.I guess I didn't give it a higher rating because it comes across like a well intended self  help book by your favorite aunt. I show her TED talks to clients and have the highest respect for Dr. Brown. It takes a lot of talent to write this level of book for people who may be having a hard time in  life. She has exceeded that expectation.",86,ebook
Wonderful book. Very inspiring and thought provoking.,87,ebook
This book is life changing for me. I<U+2019>ve recommended it numerous times. Love it.,88,ebook
Another great book from Brene Brown! Read it now!,89,ebook
Dr. Brown herself reads her own book. I appreciate that it is her voice I am hearing and that of no one else.,90,ebook
"This is a must-read for anyone searching for ways to <U+201C>turn their mind<U+201D> from fear & isolation to brave & courageous acts. This book provides  profound stories and examples of how people living in fear and existing to <U+201C>fit in<U+201D> everywhere they go, regardless if these attempts are made in violation to their own values and are able to develop the bravery and courage to transform themselves and find their path to authentic living through their OWN values.  I have  found all the books I<U+2019>ve read authored by  Bren<U+00E9> Brown to be life-changing in all the best ways, this book is no exception!",91,ebook
"I'm half way through reading this book....at this point totally disappointed and hating it. I love her Ted Talks and other books. I feel like she is just writing to write now and offering nothing new. Hoping it gets better! Still a fan of Brene, but not this book!",92,ebook
One of her best yet!,93,ebook
"I loved this book as much as I love all of Brene Brown's work. I especially like this one because of the focus on community and belonging. It addresses the larger issues we face in our families, communities, and in the world. Dr. Brown's style is authentic and relatable and she skillfully weaves together important research. I would highly recommend reading this book.",94,ebook
So powerful and simple to understand. I love how genuine and open Bren<U+00E9> is whe  she writes. I can almost hear her speaking these words. Amazing read.,95,ebook
"I am grateful to be, once again, accepting of my wildness, especially my wild heart. I am encouraged to embrace who I am and to be civil with those I strongly disagree with. She makes me believe it is more than possible to attain a better world.",96,ebook
"I was recommended this book by many people close to me that know how I<U+2019>ve been struggling with finding my place in this world, and not knowing how to get there. Bren<U+00E9> Brown is inspiring! I honestly felt as if she were speaking to me directly, she hit so many points that have been a part of my life for years, and gave great examples for getting through those times.",97,ebook
Includes inspiring stories about standing alone and the courage it takes to be vulnerable enough to brave the wilderness.  Great confidence builder and reminder that we are all connected.,98,ebook
"Brown balances theoretical understanding with lived experience and stories that frame her core principles. This book didn<U+2019>t change my life, but it did shift my vision toward a more virtuous me.",99,ebook
Brene Brown has helped me to have the courage to live a new kind of life. This is a great book,100,ebook
Very eye opening,101,ebook
Magnificent !!,102,ebook
No realstoryline,103,ebook
"Bren<U+00E9> Brown has done it again. This book is so timely and also timeless with practical information about how we got to where we are, both personally and culturally, and suggestions for how to grow, change and become better people. It's gutsy and beautifully written.",104,ebook
"Good work except the uncessary use of vulgar language. After tunning out the use expletives, I gained great insights the meaning of belonging.",105,ebook
"It is a rare perspective, a book which heals the soul and gives strength.",106,ebook
Hard to follow and made little sense.,107,ebook
Very interesting and timely for circumstances in today's world.,108,ebook
It's Brene Brown! What else can I say?,109,ebook
"I<U+2019>ve listened to this book three times already. If our society would apply these principles, it would greatly temper our disfunctional political climate. I hope to do my part. Thanks, Brene!!",110,ebook
I am a self proclaimed non-reader. I have listened to Brene<U+2019> Brown on podcasts and decided this is a book I needed to read. And I am so glad I did. This is a book everyone should read. I have to say I have had it pretty easy in my life. But I have suffered loss and bullying and shame to some extent. And now that I am 50 ish I am finding myself in in the <U+201C>wilderness <U+201C> in many ways. This book has helped me to find my way. This is a book that I will read over and over. As I believe every time I read it I will gleen something new depending on the season I am in in my life.,111,ebook
"The book was phenomenal! Definitely, a must read!!",112,ebook
Great experience Would highly recommend,113,ebook
"Gift for Friend, she really likes this book.",114,ebook
This book is remarkable because it is based on social research in the field.A key chapter is speaking truth to BS.I finally have words to describe and deal with non-sense.,115,ebook
"Where to begin?  I have been a follower of Brene Brown for many years- reading her books, listening to her on podcasts, and watching her on TV and the TED stage. He research on empathy and vulnerability has been life changing for me, and as a communication studies professor, it has also graced the hearts of thousands of my students over the years. With this deep respect for her research and heart-warming storytelling, I anxiously awaited the release of her new book Braving the Wilderness.This book had me in tears throughout the whole thing.  Brene has a way of hitting the nail on the head when it comes to relating to people and their struggles.  When she tells the story of not making the drill team, for example, most of us can relate to that on some level; I know that I could.  And when she talks about having courage to stand up and speak your truth, it felt like she was talking directly to me.Braving the Wilderness is a beautiful, timely book that not only makes the reader think, but captures their heart as well.",116,ebook
"Another excellent book by Bren<U+00E9> Brown. Her books always make me think and act; her work inspires me to live a more wholehearted life. Start with Daring Greatly, that book caused me to take major action to better my life.",117,ebook
Great book with very useful information on how to deal with interpersonal relationships and how to be true to yourself.,118,ebook
Very helpful for navigating today<U+2019>s political heat at work and at play. I recommend to everyone that cares how our country moves forward.,119,ebook
"It is a book that is decent at best. The other books are great in its specificity on the materials, research, findings, and theme. With this book I felt that it was all over the place. I have read all of her books and they all seemed to connect within one another and each other. This one somehow I felt that it was more of a fitting book than a connecting one. It was fitting that it had some good content material that I found useful and got some insight on. However, I was unable to connect them with the other books and on how specifically to put it together with the other concepts that she mentioned in the previous books. I felt as if the material needed a little more time to find more measurable target goals and its results for its application. I think there is promise in the concept mentioned on ""True Belonging"", just more research and targeted goals need to be implemented. I was left with more questions and confusion in the end. I did enjoy the paradox with Carl Jung, and will be implementing those concepts within my path to ""True Belonging""",120,ebook
"Great book. Lots of great information. For sure thought-provoking, definitely. Highly recommend. Love this author. The information is so well written and paced with humor and practicality.",121,ebook
"I got this out of the library, thank goodness.  Like so many other commenters here, I like Brene Brown's style, insight---usually. This book needs to be edited to about 50 pages.  First couple of chapters are ok, but after that it feels like she's filling up the pages to get it to the printer as fast as possible.  So Brown repeats herself (the BRAVING acronym is filled out at least 2x--- which I didn't find useful the first time) and tells too many stories, or lets us know how things shake down in her family, etc. etc.  I had to wait weeks on the library list for my name to finally come up.  But, it's better than spending $ on this book.  Sorry Brene.  Next time, please take your readers more seriously-- most of us are not willing to settle for the elementary-school style of content, organization, and tone you present in ""Braving the Wilderness"".  PS:  I did appreciate her talking about the danger of the them/us that's going on constantly since Trump became president-- how unhelpful, unproductive, etc it is.  That Brown supports hunting, however, was a surprise--- I come from a big hunting family...and killing gives me the creeps.",122,ebook
"One of the most profoundly life-changing books I have read in a very long time.  I cannot explain how much this book affected me.  Reading certain parts was like flipping a switch in my thought processes.  While I had heard of Brene Brown's work, I had not really delved into it until reading this book.  I highly recommend it to anyone seeking to find peace with inner turmoil, find a way out of getting sucked into negative energy, and learning to cope with the things that cause stress, and also to learn to stand in your own truth and live in integrity.  My words pale in comparison<U+200B> to what lies within this amazing book.  I have shared some of the lessons with my family and we have had some great discussions because of it.  Love, love, love.  Thank you, Dr. Brown.  Your book changed my life personally and professionally, and it really needed a change.",123,ebook
This book was so incredibly insightful and thought provoking! I also loved the writing style (very relatable). Highly recommend for sure.,124,ebook
This book gives the best depiction of what it feels like to be an outsider and why we shouldn't view it as being strange but actually liberating.,125,ebook
"I have never felt like I belong, and I have always struggled with betraying myself in order to fit in.  Berne<U+2019>s words are a powerful wake up that instead of searching for belonging outside of myself alone, I should also find it within.  I see myself reaching back to this book over and over as I work to create true belonging in my life and that of my children.",126,ebook
I love what Brene Brown has to say about belonging and vulnerability. I think this book is a must read for anyone who struggles with how to care and connect in a divided culture.,127,ebook
"Brene has written yet another wonderful book. I found this one not to be as earth shattering as her other books, but it still gives plenty to think about in terms of vulnerability and how to make the world your own.",128,ebook
"This was the first Brene Brown book I have read and could relate to be your best when you stand alone and strong being true to yourself.  I have written about your relationship with the world is to have a relationship with yourself first, so the subject is very much aligned to what I believe, although Brene is very much more eloquent than I. I loved Brene sharing of her personal stories and her humility and self-depreciating humour in this book.  I enjoyed it so much I went on to read Rising Strong.",129,ebook
"This is a book to come back to again and again, especially in transitional times of life. Our nations and families ARE disconnected, and we don't show our true selves.  But the wilderness is dangerous and we have to be brave. Brown has studied  courage, vulnerability, shame, and empathy for sixteen years. Watch her top Ted Talk on vulnerability and read this and her other books. Her four basic rules can be life-transforming.",130,ebook
This book was amazing. I got it for Christmas gift for my family and regularly reference it.,131,ebook
"If you are struggling with how you feel in our current political, and economical climate; if you feel you fall somewhere in between it all- YOU ARE NOT ALONE!! Bren<U+00E9> helps us, once again, navigate through our struggles and emerge being true to ourselves. The wilderness may seem scary, but it's where we can stand up for who we are and what we believe! Might be my favorite Bren<U+00E9> book yet! #WildHeartsClub",132,ebook
I love all Brene Brown books and this one is timely! Thanks Brene for being an amazing Social Worker and researcher!,133,ebook
I was challenged reading this book to examine my lack of vulnerability and how I react in the heated political climate we have in the US.  Dr. Brown is very centric in her discussion - she has a nice balance of redneck training and academics in her life story so she should have credibility to a broad audience (and being a native of the south and only understanding coming to a real understanding of why the rebel flag was offensive to some in the last 10 years I have some redneck cred as well - no offense intended).  I hope many will read this book and be challenged to be civil in all discussions and find real connection with their human family.,134,ebook
One of the few books I can<U+2019>t finish.,135,ebook
I haven<U+2019>t read any of the author<U+2019>s books but now want to read her other ones. Insightful on how much I can relate to some of the scenarios.,136,ebook
"There are a number of interesting thoughts-  I may need to re read this, as the flow of the book wandered a bit.  The core premise seems clear, however the narrative is a bit disjoint.",137,ebook
Another excellent work by Brene Brown!  So much helpful information. Her candidness is refreshing!,138,ebook
The suggestion to read this book came at a moment in time when I needed it most. My journey into the wild is just beginning and I'm ready!,139,ebook
"Like all of Br<U+00E9>ne<U+2019>s work, it<U+2019>s very important, deep and not always comfortable. She is so talented at outlining the current emotional struggles of all of us. My favorite part of the book was about dehumanizing and her sharp list of examples. Potent thought catalyst!!",140,ebook
It always seems that I read Brene Brown books at the right time in life. Wilderness is wilderness but Brene Brown makes facing it seem less scary. Let the BRAVING begin!,141,ebook
ugh. psychobabble. There's a lame irony in Brown's exploitation of her reader's vulnerability.  Maya grant me the courage to submit a review,142,ebook
"It feels like an exceptionally honest book, and the message is valuable.",143,ebook
Good in the beginning and the it just becomes a bunch of random personal stories. She discusses research but not in a very thorough way.,144,ebook
"This book should be required reading for life. It has amazing insights and challenges that will change your way of thinking and being, and hopefully uplift the lives of those around you.",145,ebook
