Review,DocID,title
"I<U+2019>m quite embarrassed to admit that I spent as much money on this item, considering the quality. This was the only item my daughter received for the holidays and as we were unboxing, I noticed that some of the decals were missing. But I figured they<U+2019>re stickers, no biggie. While putting the house together you must be gentle as the plastic itself is thin, not at all sturdy like it used to be. The track for the garage is either warped or the pieces were just not designed properly because the garage door sticks when attempting to open it. Semi-functional but not fun. The tiny button on top of the toilet is hit or miss as far as function. After being gently pressed the button gets stuck and releases slowly, no sound or delayed sound. Just cheaply made. All of this still didn<U+2019>t deter my daughter from loving this hot pink house of her dreams. She did however express a fair bit of disappointment (tears) when we went to put the elevator together and the string that runs through the elevator shaft was off track from the pulley...making the elevator non-functional. I was able to find a fix for the elevator on YouTube, so obviously this is a common issue with this model Barbie house. I will try to work on the repair today and post an update. This item would<U+2019>ve been promptly returned if it weren<U+2019>t for the fact that my daughter asked that I not. I am not at all pleased and implore anyone looking to purchase this item to wait until there<U+2019>s a significant markdown in price. Spend a bit more money on one of the sturdier collectors Dreamhouse models from the 90s, or purchase a wooden doll house (Sams Club had a nice one), or buy a pet rock (more functional than this dream house). The beautiful colors and nostalgia are not at all worth the price tag for this model.",127,barbie
"We purchased this house for my 5year old daughter. It was super easy to click together. Only really a screw drivers needed. The stickers where the time consuming part. And the little flower brackets that hold the cloth in the bedroom would not stay on the wall. They wouldn't click into play. But a little glue fixed that. (Very minor) The elevator is a smooth operator! It flawlessly glideds up and down. Which she loves. The one in her old house was so hard and always stuck. The garage door does get stuck some. But she has learned a trick to get it up and down and doesn't seem to mind. WOW the accessories it comes with are great. We were missing a few though , like the black tray the turkey sits on. So check your packaging. I will say that the interchangable cabinet for the bathroom/grill/fish tank... Is annoying. No kid likes to have to remove the toilet and sink so Barbie can grill!!!! What if a guest needs to use the bathroom and your grilling. LOL <U+0001F602>.. So basically she leaves it as a bathroom. And doesn't use the other two pieces,which is a bummer. I hope they change this feature in the long run. It was a great idea but not well thought out. Oh and the house is HUGE!! IT is taller than my 5yr old!!! So make sure you have room. Over all we have had so much fun with this doll house. I can see it lasting many years!!",128,barbie
"I absolutely love the Dream house. My kiddos who received if for Christmas loved it, however I do not think it is worth the price. The price for what you get is to high. It is well made, the garage, elevator work perfectly, the garage will fit a small car, but not the remote control corvet it's to long.  The colors are nice, the design could have been a bit better thought out. The one design issue is the elevator, now it works perfectly but placement is odd. There is only one way you can place furniture or you block the elevator exit/entrance limiting creativity of the child. The other issue is, not many accessories or not enough for what you pay. The accessories you do get are nice, just not many. I like the 3 story design is nice, the width and length is good. It dose not take up a lot of space which is great when working with limited space. Over all it's a Wonderful Barbie house, looks Beautiful, well made, all moving parts work perfect, and it doesn't take up much space. Down side elevator placement and the price for what you get. I had a gift card so I only paid out of pocket 100. I would give it 3 in a half stars, but that's not an option on the rating.",129,barbie
6yo is in absolute heaven. Fairly easy to put together if you follow instructions. The only issue we<U+2019>ve had is that on the back side of the elevator the plastic is buckling inward where the white piece attaches to the elevator body. It doesn<U+2019>t have anything to do with attaching the elevator to the structure itself. She doesn<U+2019>t mind it- I just hope it doesn<U+2019>t affect the functionality of the elevator ling-term.,130,barbie
Easy to assemble and was the perfect surprise for my 4yr old! She plays endless hours upon hours using her imagination! Only complaint is the little pink curtain holders pop off like crazy as does the elvevator doors and the oven door. Ugh. But still 5 stars since I would have been in heaven having this when I was a little one. I love seeing my daughter so happy!,131,barbie
It's Barbie's dreamhouse what can I say or what is there to say. When I was a kid growing up there was a saying I want to be like Barbie the girl has everything!,132,barbie
"Incredible doll house my daughter plays for hours, easy to put together and very sturdy. A win-win",133,barbie
Item arrived damaged. Looked like someone had attempted to assemble it and gave up after damaging the pieces.,134,barbie
"Great product, easy to put together!",135,barbie
The product is great but is too expensive,136,barbie
"My daughter has wanted this for so long and so disappointing as 1 of the rollers for the garage door is missing, toilet doesn't work and plastic glass window was broken.The time window to return was November 16th and purchased for Christmas.",137,barbie
granddaughter loves it.,138,barbie
"This is a beautiful dream house, but one of the pieces was broken when I received it.  The plastic piece that the elevator slides on was broken at the top, so when my daughter uses the elevator and wants it to go to the top, the elevator will come off.  It almost appeared as if this product was returned, because some of the packaging inside the box was loose and not secured properly.  I WAS NOT HAPPY AT ALL about this considering how much this dream house cost!  >:(  Other than that, she loves it, and is having a lot of fun with it.  It took me about 2 1/2 hours to assemble it.  I would appreciate some of my money back for the damaged part!!!!",139,barbie
"<U+00A0>This dream house is everything I would<U+2019>ve wanted when I was a child. Keeps my girls busy, they love the different accessories and sounds!",140,barbie
I received the house but there are a lot pieces missing. There are stickers and extra parts of little furniture that were not included in the package. I am very disappointed. Hopefully someone will be able to take care of this matter as soon as possible.,141,barbie
Detailed and helps imagination run wild. Granddaughter absolutely loves it. Hrs and hrs of fun,142,barbie
They came with no instructions not in the Barbie doll box and did not have the stickers oh no it<U+2019>s all right for my baby girl,143,barbie
"This dream house is very nice.  My girls enjoy this dream house and the accessories and little details make it that much more beautiful.  I personally wish I had this dream house as a little girl.  Flushing toilet, tv, canopy bed, chandelier, and the list goes on.  However, for $164 the quality of this dream house is very poor.  It's flimsy and the garage is very stiff and does not go up smoothly.  Day 2 and the elevator already doesn't work.  We have a 7 year old Kidkraft kitchen and doll house that is still standing strong and we paid about $164 for both combined.It took about 2 hours to put it all together which was not at all difficult.  I was hesitant to order the dream house based on some reviews stating the poor quality but my daughter really wanted it for Christmas.  I'll definitely stick to Kidskraft in the future.",144,barbie
It wasn't too hard to assemble and it is good quality. My daughter loves playing with it. It comes with all the bells and whistles too- the sounds effects and lights. A worth while purchase.,145,barbie
My daughter LOVES it,146,barbie
Garage and elevator is broken.,147,barbie
Missing the bathtub.  Ugh...of course my daughter noticed.,148,barbie
my daughter is thoroughly enjoying this barbie mansion. it was extremely easy to put together and comes with all the accessories.,149,barbie
My Grandkids love it. Hope it holds up. So far having problems with Garage door.,150,barbie
"Hours and hours of fun. This is a great purchase. I watched a YouTube video of how to put it together and it didn't take very long. Everything snaps together and it was pretty much a breeze. We did have an issue with the sound/lights on the smart furniture not working, but a quick call to Mattell and they rectified the situation. Overall, my girls are going to get years of fun out of this toy and I'm impressed with it. Very few details are left out. It came with loads of accessories too. I highly reccomend this for anybody that likes Barbie",151,barbie
<U+00A0>Bought this for my daughter<U+2019>s Christmas and after putting it together realized the elevator doesn<U+2019>t work,152,barbie
I<U+2019>m crazy about this house I really want play with it all day long - guess what ??? Barbie and her fiends actually fits in the house soooooo awsome my daughter is In loooooooooove,153,barbie
"Along with her barbie dolls and baby alive, this dream house is awesome to her. U can't tell her nothing she had a great Christmas, and I'm the greatest grand pa to her.",154,barbie
Super easy to put together,155,barbie
My almost 8 year old loves it! It took about 2 hours to put together.,156,barbie
Awesome,157,barbie
Paid a lot for this and it came in a bigger box than I see in the stores. Also the elevators must have been packed in a weird angle because one side is bent and it does not work as it should.,158,barbie
"My 4 year old daughter absolutely loves this. She woke up this morning, on Christmas, and saw that Santa had left her what she wished for!",159,barbie
I paid a lot of money to have the garage door broken when putting it together for my sister. Its missing a piece on the door and it's not able to be used at all. Basically I have a doll house with a big empty square with no garage door.,160,barbie
"It do not fit, very bad.",161,barbie
Elevator broke in 5 mins disappointing,162,barbie
"I was so excited to give this to my daughter, I remember getting my dreamhouse,  well it was disappointing,  pieces we're broken and it has to be sent back.",163,barbie
This thing is garbage compared to an earlier model.. No shower....the toilet attaches to the stove? Really?? It's just a big house...no interaction..none...no door bell...no singing in the shower...no crackling fireplace...if you have an older model Keep it...big waste of money...I have a 10yr old dream house that's 10 times as nice..another example of companies looking at profits instead of what consumers want...disappointed,164,barbie
I purchased this item for my daughter as a gift from Santa. My daughter was ecstatic upon opening her gift and seeing that Santa brought her a Barbie Dream House. Something she has wanted for some time. We began to open the box for assembly and discovered that there were quite a few pieces that were broken. Now I have to explain to my daughter that we have to return her gift from Santa because it is broken. Very disappointed little girl.,165,barbie
I was Upset when my daughter opened her Barbie dream house one of the walls were broken the toilet won<U+2019>t flush the garage door doesn<U+2019>t it open and shut like it should was not pleased with this item especially for the price I paid for it,166,barbie
"Perfect Christmas gift for my 5 year old! This house was an absolute breeze to put together - no screws needed, everything just snaps together. It<U+2019>s a nice size and has the most adorable accessories. I added some string lights myself for the big reveal! I highly recommend.",167,barbie
"Went to you tube for help to put it together since there were no directions in the box.  There<U+2019>s no box actually or original packaging.  A couple parts are missing then there are other parts that do t belong. I think it<U+2019>s a used product. Bit such a bad thing, but would have like to know this prior.",168,barbie
Came without original box from manufacturer without the bag of stickers or linens for barbies bed.  Not pleased.,169,barbie
"My daughter is in love with this dollhouse. We got the car also, which is sold separately. Very happy with the purchase.",170,barbie
Just like the picture. Really nice.,171,barbie
Was so excited for this for my daughter for Christmas. Unfortunately it came out of the box broken and the return date already expired?? Not a cheap toy to come broken. Think twice before ordering online,172,barbie
"I opened the box last night, and the plastic columns are broken. I<U+2019>ll have to somehow set it up so its under the tree, but will need to replace it after Christmas",173,barbie
"Pieces of the house came damaged, and some pieces were missing. Very disappointed, will not be ordering anything this important again (was for my 6 yr old daughter's christmas)",174,barbie
"The house set was missing an interactive table, advertised on the package as <U+201C>new furniture!<U+201D> The leaflet inside the box refers to it as a piece that should have been included, and there are two decals that were provided that should have gone with the table. It was one of two tables that takes three AAA batteries to operate sounds and lights. I don<U+2019>t know how to contact the seller to mitigate this issue. We didn<U+2019>t notice it missing until the end of assembly when we were applying the decals.Edit: There is only one table that requires batteries. It looked to me like there were supposed to be two, but it<U+2019>s really just the backside of the bathroom counter that is supposed to double as a grill, fan stand, aquarium stand, etc. My daughter is happy and so am I.",175,barbie
"Great looking barbie house. Lots of cool little things, like the working elevator and the garage that opens like a real garage door. Unfortunately the quality control was a bit lacking - the dishwasher is broken and does not stay shut at all, and one of the white plastic tabs that attach the roof to the dollhouse came broken off. Also the smartphone holder (TV) is too small to fit any of the phones in our house (not a deal breaker but just something to be aware of).",176,barbie
"Came in time, easy assembly do not be overwhelmed when you open the box. The only thing I can say is look at the picture of the fully assemble item first before attempting it. Place the stickers first before you begin the assembly.",177,barbie
This item is great but it came with a broken piece! I just opened it up to set up and surprise my baby for her bday tomorrow and now Idk what to do,178,barbie
"This was to be Santa<U+2019>s big gift as is tradition in my house he gives one big present each year. I selected to conceal the packaging for this item so as to not give away what was in it because my six year old can read. This was the package that came, and yes she read it, so now I am at a loss as to what to do or how to explain it away and overall disappointed that I have to create a story when it all could<U+2019>ve been avoided in the first place.",179,barbie
Awesome product! My kids love it,180,barbie
"Well, my granddaughter loved it but the elevator broke the first day and the next day the toilet quit working. Sad to pay so much and it is breaking so soon. She<U+2019>s not that hard on her toys",181,barbie
"Elevator broke in less than 3 hours of play. The parts are flimsy and thin. Absolute junk, I would recommend passing on this dollhouse and looking into another brand completely.",182,barbie
Too tall needs to be a little shorter but wider.,183,barbie
It was easy to put together after I watched a YouTube video! But there are a lot of parts. My girls LOVE it!!!,184,barbie
AWFUL! Did not come in a Barbie box did not have directions! DO NOT BUY! LOOKS USED! Missing pieces too!,185,barbie
My 6 year old daughter loves this! Beautiful and sturdy!,186,barbie
In the pictures it says that the dream house would arrive in plain box so to not give away what it was. Arrived in big Barbie dream house box. Surprise was ruined. Not happy,187,barbie
Luxury Barbie house. It takes some time to build but worth the effort.,188,barbie
she really loved it,189,barbie
My daughter loves her barbie house and was one of the best purchases so far for her 4th birthday!,190,barbie
I<U+2019>ve waited 2 years before purchasing this Barbie dream house for my 6th year old and finally bought this for her. She loves Barbie and everything about it. I have not yet took it out the box but I cannot wait to build it and put it together and gave it ready for her to play when she unwraps it. More review to come after Xmas.,191,barbie
My daughter plays for hours with this! She<U+2019>s in love. Obviously occasionally things fall off but for the most part built nice for the price. Would buy again!,192,barbie
Excellent,193,barbie
"It loos exactly like it does in the advert. After putting it together, it looks like it will fall apart when my granddaughter plays with it, so we will see on Christmas Day morning when she opens it.",194,barbie
Thank you I got it just waiting on my other stuff,195,barbie
Is a Christmas present and was not in original box,196,barbie
My daughter loves it so i love it and being that my other daughter has the Barbie house that you can talk to they get best of both worlds when my younger daughter comes over to play with her brother and sister,197,barbie
"Easy to assemble, and keeps the girls busy for hours.",198,barbie
Pretty doll house but I have missing pieces,199,barbie
"You purchased this item on December 7, 2017. Style: Brown Box, No Branded Exterior  |  View this orderI cut and paste the above from my order history.Thank you so much for delivering it in a ""brown box"" with BARBIE DREAMHOUSE printed all over the ""no branded exterior""... REALLY!!!Oh and of course my daughter saw it on the front porch when she arrived home from school.I ordered it in the ""Brown Box, No Branded Exterior"" because I knew I would not be able to get to it before she arrived home.Thanks so much.",200,barbie
I'm really disappointed that the pieces were removed from the Barbie box and put in a cardboard box.... Now when my child opens her gift she won't even know what it is... Why the heck would Amazon take the pieces out of the original Barbie house box... Very disappointing.,201,barbie
"Great value! It<U+2019>s easy to put together, but takes some time. Lots of little pieces so keep away from small ones. Endless amounts of fun for your kids and gets their imagination going. If it<U+2019>s a gift, be sure to purchase on amazon packaging  the regular box comes with the picture on the side.",202,barbie
"A seven year-old's dream come true!  My granddaughter  and I had fun putting the easy to assemble house together.  She loved all the stickers for the house and the extra accessories.  However, we never could get the garage door to work properly.",203,barbie
Product was very easy to put together.  Between the directions and using utube it was not a problem at all.,204,barbie
great product,205,barbie
The fan and fish tank don't work elevator was all bent up and cracks throughout the frame of the house I would never buy this again,206,barbie
Came very quickly and very satisfied,207,barbie
"Nice Barbie house, but kind of cheaply made. The elevator didn't work so we sent it back for a replacement. The new one came in damaged so we just got out money back.",208,barbie
"Very disappointed in the shipping box! This was a Christmas present for my daughter. When it arrived, it was in a brown box with Barbie Dream House all over the outside.",209,barbie
Great item fast shipping,210,barbie
"Made  well, but totally disappointed thinking that it was going to make more noises. It's very limited on what it actually does, but my daughter still like it.",211,barbie
"Product page states ""brown box, no branded exterior"".  However, it clearly has the product name written on the side of the box!Buyer beware, don't have it delivered if your child can read!  I'm lucky my son didn't see his sister's present, otherwise he would've told her and the magic of Santa would be gone.",212,barbie
"When it came it was covered in dust. I washed it off 3 times and still looked dirty. Brought it into the house and when I put it on the floor, dust came out everywhere. I mean everywhere. Need to put wrap over it of some sort. <U+0001F615>",213,barbie
"The plastic are damaged for $150.00 this is inexcusable, unprofessional, not acceptable.",214,barbie
Buy the product in new condition and I got used and with broken pieces,215,barbie
"I paid extra for the unmarked box to avoid people being tempted to steal my giant package and to avoid spoiling the surprise for my child. However, the more expensive <U+201C>blank<U+201D> box still has the Barbie branding and says dream house in large letters on the side. What did I pay $10 extra for?!?",216,barbie
